image_name,label,split
D5PB7m3le4dFhX1azEQSBPXoIcNHJJ42.jpg,angry,train
B2C2VK9nmeAxwsWKhlRl73c6TxEpR5742.jpg,angry,train
49112921277_7a61c85330_b.jpg,relaxed,test
3m1GrLuPiILiokp11Rbb7RlprXskYU983.jpg,happy,train
vaRgxdlPbWxqT5pbmYNn7DEwq9smoc208.jpg,angry,train
IsAuKRbm4V3I85LSRwxYodRIFJVjgo688.jpg,sad,train
70zKm35WFPLrECn5Y5meeTyvLVnCTx610.jpg,happy,train
9387029249_fac7f09616_b.jpg,happy,train
7181818127_e9d2160636_b.jpg,happy,train
3251213874_69e47b7f02_b.jpg,relaxed,train
b5D5ikTrixnRzN2ORGUjuG0WZKEIpV39.jpg,sad,train
nrXYMO8RLDxcdWa2GhZkQnt4rCHmpl346.jpg,angry,val
cv5gvd1BKG2n7qNMzW4AGMDDZAJxgA491.jpg,happy,train
5581480286_a0ca783efa_b.jpg,happy,test
jcIWwDKSZdjloGqZoMAXqHnXENH9aO442.jpg,angry,train
f0aYIGEJDQcynwtXHLpfeLaRiXZcVB709.jpg,happy,val
6822609511_7794e07c65_b.jpg,happy,train
9129793062_2945ac0fc2_b.jpg,relaxed,test
6395406147_68dd53b409_b.jpg,happy,train
6201070585_1c2f27c0c6_b.jpg,happy,test
qtJ1jgFyoWZnowRo0MNAJnkoIi1wcr35.jpg,angry,train
gw8Y2TglimcsITisb7Bofyj7yB7Jcl463.jpg,happy,train
5wxsf4ItHUtmVHksRNOtpGI6JTjRJg894.jpg,sad,train
39695639092_4bf874fef5_b.jpg,relaxed,train
40373904941_fac9c641ac_b.jpg,relaxed,train
8465496694_eaf898eede_b.jpg,happy,test
2ygVh7IsyzAlX8ipws7vRBxA2O6SXv414.jpg,angry,train
ywZ4arwfGRvOwMRgq0359tU7eluGnn873.jpg,sad,train
bdacqDyPFK2Z2s38MkRl2QIBJHhr2n846.jpg,angry,train
kakoSumu68PPsx8NNqbo3HDBzlDcqr161.jpg,angry,train
3939913186_4ded85e010_b.jpg,relaxed,train
5409469994_6051aa63d1_b.jpg,relaxed,train
1OcsRR3ZUdgrGPtVhwXevAKrAqOvKB360.jpg,sad,train
9BqS5VTkIYAyO0VwmjJdwbc5RM3BGz599.jpg,angry,test
LmbrG7xKnA3jlsBgATjDfH54dPU3Q8388.jpg,angry,train
Vnbh4ZAUWlom1zGN7diDMUMb5Un3DA274.jpg,angry,train
fu3AVXubrw4ExzPhm75hwOqtMSVyWz230.jpg,angry,train
eDj2w0zppHlLIzDMhnfEX9CdOwFdE8251.jpg,angry,test
XPYxbht2Ws3dmAteAtaXj5oANAv6qT326.jpg,sad,train
38850697600_2507e1ffb1_b.jpg,relaxed,train
B540jWDSW0TgpseexlRKxeS2UPq7YC488.jpg,sad,val
YRpgB7MbYpY1sUXDJCLjGeeXncMPCW557.jpg,sad,val
6140308664_fc019211da_b.jpg,relaxed,test
0xON5IqZYC18SXfspZXfIrUhFV9dgJ253.jpg,sad,train
41501576980_b61f309ce7_b.jpg,relaxed,val
9jYfw9LIhRk0XbIO7UuJTPt5nfrrmj666.jpg,angry,test
ihH523ZVMuGXFufTuKeFp79QaCFIKT996.jpg,sad,train
d5KoOCJGuuD8qccBHInsjAltuHMkLE282.jpg,sad,train
WLeNA7QF6qTgpYSjRitjGfHZLyf8UV953.jpg,angry,test
aVQnuhbNENGIvLSpEHJsOcteS4nvIc931.jpg,happy,val
HBWugFK2UOKGFSxGdbttlnxUQYVvsj263.jpg,sad,train
8s6VAlt3tFLXW72K2lvY93pE6XS2D5302.jpg,sad,train
gOnQipmI382rjWH9YhRO4nmCd3NYgo287.jpg,sad,train
IKPe6UZ3Do2UlPVNGjcBK4Agh6OGD7719.jpg,sad,val
1MpwUJ9k2oN6BRmFiONKNsoaNeJSph109.jpg,sad,train
7359966638_211e90da89_b.jpg,relaxed,train
YRkRFDpkem8vgwiK7uKN5co5o8jcMq502.jpg,sad,train
4781983342_64734deb98_b.jpg,relaxed,train
Dr2cB0uQAmf3Cmypo7h5VEgFw9DvtD961.jpg,angry,val
N7enifn3yxz9UHRJ8rf6O8NdEvJQT0884.jpg,sad,train
0dfGIzGrUq04sXtbalg1BGGYdDtQry708.jpg,sad,train
50574277_918f0d476c_b.jpg,relaxed,train
ieodRTBcQMt4dazOAvcu53VY5vAKLd14.jpg,angry,train
3585066696_75740f7141_b.jpg,relaxed,val
eTHi3JbiBUtObaNOW1XddvqXwrtaoz81.jpg,sad,train
EnnjJ8vQ1nxjwPhrbQVnZ5fMis99HO266.jpg,angry,train
XR9Q6ZoWWQrLG2Sb2FgFWdq3qOEJ62499.jpg,sad,train
8332588423_854f17ebce_b.jpg,happy,train
hcerZKRmlGS9kqqEu0isqfDus7aC4O579.jpg,angry,train
8303668382_bbde05dd68_b.jpg,relaxed,test
FlfpF6juA9U30WjWmLU1l3i3uiIUXj384.jpg,angry,train
6141112113_a4be6e0d7d_b.jpg,relaxed,val
z8xwVFJXv78M9thwq99tAsI8FOvZl0108.jpg,angry,train
oi5U8LBUWFVqZ8Npb31kkhNTvmm0f219.jpg,angry,val
NN93rmKiYIAOqXwAHPSg0N4DGC6YGg933.jpg,angry,train
HTY9jgBoQqz5uXK7E9XRa9Er4pFU4l89.jpg,happy,val
35192649453_e2a876000e_b.jpg,relaxed,train
7623026172_ee5fc5af84_b.jpg,relaxed,train
59Qg8oEuUUF5b4g96V7ZOVQwBlVhzT867.jpg,sad,test
jsDVZ9P6eKNwvAC3CUJc4cwdG0BsR53.jpg,sad,train
haIZ0kOEP0iNr0w8tXTIULh0PuQHf957.jpg,sad,test
kwkPpUwhijXCeJ3VhnRLbGUPHt0BZg206.jpg,sad,val
3393514995_a736fcd25d_b.jpg,relaxed,train
32322044494_3f2aab113f_b.jpg,relaxed,val
RfUlY5YXfKkMVoaerEhw8Drhg2Jebc346.jpg,sad,train
9387369506_5b432b817d_b.jpg,happy,train
5611950343_4b3eebc566_b.jpg,happy,test
6tjrEh4YUWqA6bqHWq2X4zXmyn8Nu0768.jpg,happy,train
AqDxMVNRrK4UuQslqY76SADrfcF6mD430.jpg,sad,train
0zdKmMEVmO8z6kvHXiTb8bGaqvhmgS278.jpg,sad,train
rEoTUqtN3PFMhRc8zczHODnDH36FY5647.jpg,angry,train
8212810590_f08a787f88_b.jpg,relaxed,train
6QyCa1sJhjHs0BCJA94dwXdEO7GnS3769.jpg,sad,train
